,STATISTIC,Statistic Label,TLIST(W1),Week,C03132V03784,Luas Line,UNIT,VALUE
306,TII03C01,Passenger Journeys,2020W50,2020 Week 50,-,All Luas lines,Number,443719.0
307,TII03C01,Passenger Journeys,2020W50,2020 Week 50,1,Red line,Number,214437.0
308,TII03C01,Passenger Journeys,2020W50,2020 Week 50,2,Green line,Number,229282.0
309,TII03C01,Passenger Journeys,2020W51,2020 Week 51,-,All Luas lines,Number,460029.0
310,TII03C01,Passenger Journeys,2020W51,2020 Week 51,1,Red line,Number,223291.0
311,TII03C01,Passenger Journeys,2020W51,2020 Week 51,2,Green line,Number,236739.0
312,TII03C01,Passenger Journeys,2020W52,2020 Week 52,-,All Luas lines,Number,276844.0
313,TII03C01,Passenger Journeys,2020W52,2020 Week 52,1,Red line,Number,135020.0
314,TII03C01,Passenger Journeys,2020W52,2020 Week 52,2,Green line,Number,141825.0
315,TII03C01,Passenger Journeys,2020W53,2020 Week 53,-,All Luas lines,Number,141651.0
316,TII03C01,Passenger Journeys,2020W53,2020 Week 53,1,Red line,Number,71440.0
317,TII03C01,Passenger Journeys,2020W53,2020 Week 53,2,Green line,Number,70211.0
318,TII03C01,Passenger Journeys,2021W01,2021 Week 01,-,All Luas lines,Number,154882.0
319,TII03C01,Passenger Journeys,2021W01,2021 Week 01,1,Red line,Number,86518.0
320,TII03C01,Passenger Journeys,2021W01,2021 Week 01,2,Green line,Number,68364.0
321,TII03C01,Passenger Journeys,2021W02,2021 Week 02,-,All Luas lines,Number,147908.0
322,TII03C01,Passenger Journeys,2021W02,2021 Week 02,1,Red line,Number,83202.0
323,TII03C01,Passenger Journeys,2021W02,2021 Week 02,2,Green line,Number,64705.0
324,TII03C01,Passenger Journeys,2021W03,2021 Week 03,-,All Luas lines,Number,150280.0
325,TII03C01,Passenger Journeys,2021W03,2021 Week 03,1,Red line,Number,84576.0
326,TII03C01,Passenger Journeys,2021W03,2021 Week 03,2,Green line,Number,65704.0
327,TII03C01,Passenger Journeys,2021W04,2021 Week 04,-,All Luas lines,Number,148633.0
328,TII03C01,Passenger Journeys,2021W04,2021 Week 04,1,Red line,Number,84355.0
329,TII03C01,Passenger Journeys,2021W04,2021 Week 04,2,Green line,Number,64278.0
330,TII03C01,Passenger Journeys,2021W05,2021 Week 05,-,All Luas lines,Number,156469.0
331,TII03C01,Passenger Journeys,2021W05,2021 Week 05,1,Red line,Number,87285.0
332,TII03C01,Passenger Journeys,2021W05,2021 Week 05,2,Green line,Number,69184.0
333,TII03C01,Passenger Journeys,2021W06,2021 Week 06,-,All Luas lines,Number,154595.0
334,TII03C01,Passenger Journeys,2021W06,2021 Week 06,1,Red line,Number,86266.0
335,TII03C01,Passenger Journeys,2021W06,2021 Week 06,2,Green line,Number,68329.0
336,TII03C01,Passenger Journeys,2021W07,2021 Week 07,-,All Luas lines,Number,158958.0
337,TII03C01,Passenger Journeys,2021W07,2021 Week 07,1,Red line,Number,85601.0
338,TII03C01,Passenger Journeys,2021W07,2021 Week 07,2,Green line,Number,73357.0
339,TII03C01,Passenger Journeys,2021W08,2021 Week 08,-,All Luas lines,Number,173458.0
340,TII03C01,Passenger Journeys,2021W08,2021 Week 08,1,Red line,Number,95896.0
341,TII03C01,Passenger Journeys,2021W08,2021 Week 08,2,Green line,Number,77563.0
342,TII03C01,Passenger Journeys,2021W09,2021 Week 09,-,All Luas lines,Number,182546.0
343,TII03C01,Passenger Journeys,2021W09,2021 Week 09,1,Red line,Number,99907.0
344,TII03C01,Passenger Journeys,2021W09,2021 Week 09,2,Green line,Number,82639.0
345,TII03C01,Passenger Journeys,2021W10,2021 Week 10,-,All Luas lines,Number,182343.0
346,TII03C01,Passenger Journeys,2021W10,2021 Week 10,1,Red line,Number,100098.0
347,TII03C01,Passenger Journeys,2021W10,2021 Week 10,2,Green line,Number,82245.0
348,TII03C01,Passenger Journeys,2021W11,2021 Week 11,-,All Luas lines,Number,184592.0
349,TII03C01,Passenger Journeys,2021W11,2021 Week 11,1,Red line,Number,97816.0
350,TII03C01,Passenger Journeys,2021W11,2021 Week 11,2,Green line,Number,86775.0
351,TII03C01,Passenger Journeys,2021W12,2021 Week 12,-,All Luas lines,Number,194458.0
352,TII03C01,Passenger Journeys,2021W12,2021 Week 12,1,Red line,Number,103504.0
353,TII03C01,Passenger Journeys,2021W12,2021 Week 12,2,Green line,Number,90954.0
354,TII03C01,Passenger Journeys,2021W13,2021 Week 13,-,All Luas lines,Number,193222.0
355,TII03C01,Passenger Journeys,2021W13,2021 Week 13,1,Red line,Number,104351.0
356,TII03C01,Passenger Journeys,2021W13,2021 Week 13,2,Green line,Number,88872.0
357,TII03C01,Passenger Journeys,2021W14,2021 Week 14,-,All Luas lines,Number,175429.0
358,TII03C01,Passenger Journeys,2021W14,2021 Week 14,1,Red line,Number,94942.0
359,TII03C01,Passenger Journeys,2021W14,2021 Week 14,2,Green line,Number,80488.0
360,TII03C01,Passenger Journeys,2021W15,2021 Week 15,-,All Luas lines,Number,232495.0
361,TII03C01,Passenger Journeys,2021W15,2021 Week 15,1,Red line,Number,118595.0
362,TII03C01,Passenger Journeys,2021W15,2021 Week 15,2,Green line,Number,113900.0
363,TII03C01,Passenger Journeys,2021W16,2021 Week 16,-,All Luas lines,Number,240221.0
364,TII03C01,Passenger Journeys,2021W16,2021 Week 16,1,Red line,Number,126802.0
365,TII03C01,Passenger Journeys,2021W16,2021 Week 16,2,Green line,Number,113419.0
366,TII03C01,Passenger Journeys,2021W17,2021 Week 17,-,All Luas lines,Number,237120.0
367,TII03C01,Passenger Journeys,2021W17,2021 Week 17,1,Red line,Number,125669.0
368,TII03C01,Passenger Journeys,2021W17,2021 Week 17,2,Green line,Number,111451.0
369,TII03C01,Passenger Journeys,2021W18,2021 Week 18,-,All Luas lines,Number,216926.0
370,TII03C01,Passenger Journeys,2021W18,2021 Week 18,1,Red line,Number,112233.0
371,TII03C01,Passenger Journeys,2021W18,2021 Week 18,2,Green line,Number,104694.0
372,TII03C01,Passenger Journeys,2021W19,2021 Week 19,-,All Luas lines,Number,304059.0
373,TII03C01,Passenger Journeys,2021W19,2021 Week 19,1,Red line,Number,157788.0
374,TII03C01,Passenger Journeys,2021W19,2021 Week 19,2,Green line,Number,146271.0
375,TII03C01,Passenger Journeys,2021W20,2021 Week 20,-,All Luas lines,Number,356075.0
376,TII03C01,Passenger Journeys,2021W20,2021 Week 20,1,Red line,Number,181324.0
377,TII03C01,Passenger Journeys,2021W20,2021 Week 20,2,Green line,Number,174751.0
378,TII03C01,Passenger Journeys,2021W21,2021 Week 21,-,All Luas lines,Number,388279.0
379,TII03C01,Passenger Journeys,2021W21,2021 Week 21,1,Red line,Number,202202.0
380,TII03C01,Passenger Journeys,2021W21,2021 Week 21,2,Green line,Number,186077.0
381,TII03C01,Passenger Journeys,2021W22,2021 Week 22,-,All Luas lines,Number,381468.0
382,TII03C01,Passenger Journeys,2021W22,2021 Week 22,1,Red line,Number,210560.0
383,TII03C01,Passenger Journeys,2021W22,2021 Week 22,2,Green line,Number,170908.0
384,TII03C01,Passenger Journeys,2021W23,2021 Week 23,-,All Luas lines,Number,376282.0
385,TII03C01,Passenger Journeys,2021W23,2021 Week 23,1,Red line,Number,196288.0
386,TII03C01,Passenger Journeys,2021W23,2021 Week 23,2,Green line,Number,179995.0
387,TII03C01,Passenger Journeys,2021W24,2021 Week 24,-,All Luas lines,Number,414980.0
388,TII03C01,Passenger Journeys,2021W24,2021 Week 24,1,Red line,Number,219396.0
389,TII03C01,Passenger Journeys,2021W24,2021 Week 24,2,Green line,Number,195584.0
390,TII03C01,Passenger Journeys,2021W25,2021 Week 25,-,All Luas lines,Number,413187.0
391,TII03C01,Passenger Journeys,2021W25,2021 Week 25,1,Red line,Number,218088.0
392,TII03C01,Passenger Journeys,2021W25,2021 Week 25,2,Green line,Number,195099.0
393,TII03C01,Passenger Journeys,2021W26,2021 Week 26,-,All Luas lines,Number,408603.0
394,TII03C01,Passenger Journeys,2021W26,2021 Week 26,1,Red line,Number,218863.0
395,TII03C01,Passenger Journeys,2021W26,2021 Week 26,2,Green line,Number,189741.0
396,TII03C01,Passenger Journeys,2021W27,2021 Week 27,-,All Luas lines,Number,403259.0
397,TII03C01,Passenger Journeys,2021W27,2021 Week 27,1,Red line,Number,216285.0
398,TII03C01,Passenger Journeys,2021W27,2021 Week 27,2,Green line,Number,186974.0
399,TII03C01,Passenger Journeys,2021W28,2021 Week 28,-,All Luas lines,Number,417819.0
400,TII03C01,Passenger Journeys,2021W28,2021 Week 28,1,Red line,Number,225848.0
401,TII03C01,Passenger Journeys,2021W28,2021 Week 28,2,Green line,Number,191971.0
402,TII03C01,Passenger Journeys,2021W29,2021 Week 29,-,All Luas lines,Number,416359.0
403,TII03C01,Passenger Journeys,2021W29,2021 Week 29,1,Red line,Number,228641.0
404,TII03C01,Passenger Journeys,2021W29,2021 Week 29,2,Green line,Number,187718.0
405,TII03C01,Passenger Journeys,2021W30,2021 Week 30,-,All Luas lines,Number,391588.0
406,TII03C01,Passenger Journeys,2021W30,2021 Week 30,1,Red line,Number,201734.0
407,TII03C01,Passenger Journeys,2021W30,2021 Week 30,2,Green line,Number,189854.0
408,TII03C01,Passenger Journeys,2021W31,2021 Week 31,-,All Luas lines,Number,386208.0
409,TII03C01,Passenger Journeys,2021W31,2021 Week 31,1,Red line,Number,203388.0
410,TII03C01,Passenger Journeys,2021W31,2021 Week 31,2,Green line,Number,182820.0
411,TII03C01,Passenger Journeys,2021W32,2021 Week 32,-,All Luas lines,Number,430283.0
412,TII03C01,Passenger Journeys,2021W32,2021 Week 32,1,Red line,Number,231872.0
413,TII03C01,Passenger Journeys,2021W32,2021 Week 32,2,Green line,Number,198411.0
414,TII03C01,Passenger Journeys,2021W33,2021 Week 33,-,All Luas lines,Number,441304.0
415,TII03C01,Passenger Journeys,2021W33,2021 Week 33,1,Red line,Number,235705.0
416,TII03C01,Passenger Journeys,2021W33,2021 Week 33,2,Green line,Number,205599.0
417,TII03C01,Passenger Journeys,2021W34,2021 Week 34,-,All Luas lines,Number,462372.0
418,TII03C01,Passenger Journeys,2021W34,2021 Week 34,1,Red line,Number,239564.0
419,TII03C01,Passenger Journeys,2021W34,2021 Week 34,2,Green line,Number,222808.0
420,TII03C01,Passenger Journeys,2021W35,2021 Week 35,-,All Luas lines,Number,456687.0
421,TII03C01,Passenger Journeys,2021W35,2021 Week 35,1,Red line,Number,230456.0
422,TII03C01,Passenger Journeys,2021W35,2021 Week 35,2,Green line,Number,226231.0
423,TII03C01,Passenger Journeys,2021W36,2021 Week 36,-,All Luas lines,Number,490349.0
424,TII03C01,Passenger Journeys,2021W36,2021 Week 36,1,Red line,Number,245380.0
425,TII03C01,Passenger Journeys,2021W36,2021 Week 36,2,Green line,Number,244968.0
426,TII03C01,Passenger Journeys,2021W37,2021 Week 37,-,All Luas lines,Number,505786.0
427,TII03C01,Passenger Journeys,2021W37,2021 Week 37,1,Red line,Number,249168.0
428,TII03C01,Passenger Journeys,2021W37,2021 Week 37,2,Green line,Number,256618.0
429,TII03C01,Passenger Journeys,2021W38,2021 Week 38,-,All Luas lines,Number,552233.0
430,TII03C01,Passenger Journeys,2021W38,2021 Week 38,1,Red line,Number,268040.0
431,TII03C01,Passenger Journeys,2021W38,2021 Week 38,2,Green line,Number,284193.0
432,TII03C01,Passenger Journeys,2021W39,2021 Week 39,-,All Luas lines,Number,551254.0
433,TII03C01,Passenger Journeys,2021W39,2021 Week 39,1,Red line,Number,270932.0
434,TII03C01,Passenger Journeys,2021W39,2021 Week 39,2,Green line,Number,280322.0
435,TII03C01,Passenger Journeys,2021W40,2021 Week 40,-,All Luas lines,Number,592664.0
436,TII03C01,Passenger Journeys,2021W40,2021 Week 40,1,Red line,Number,290380.0
437,TII03C01,Passenger Journeys,2021W40,2021 Week 40,2,Green line,Number,302283.0
438,TII03C01,Passenger Journeys,2021W41,2021 Week 41,-,All Luas lines,Number,575688.0
439,TII03C01,Passenger Journeys,2021W41,2021 Week 41,1,Red line,Number,262502.0
440,TII03C01,Passenger Journeys,2021W41,2021 Week 41,2,Green line,Number,313186.0
441,TII03C01,Passenger Journeys,2021W42,2021 Week 42,-,All Luas lines,Number,606775.0
442,TII03C01,Passenger Journeys,2021W42,2021 Week 42,1,Red line,Number,301424.0
443,TII03C01,Passenger Journeys,2021W42,2021 Week 42,2,Green line,Number,305350.0
444,TII03C01,Passenger Journeys,2021W43,2021 Week 43,-,All Luas lines,Number,546048.0
445,TII03C01,Passenger Journeys,2021W43,2021 Week 43,1,Red line,Number,279174.0
446,TII03C01,Passenger Journeys,2021W43,2021 Week 43,2,Green line,Number,266874.0
447,TII03C01,Passenger Journeys,2021W44,2021 Week 44,-,All Luas lines,Number,616810.0
448,TII03C01,Passenger Journeys,2021W44,2021 Week 44,1,Red line,Number,308166.0
449,TII03C01,Passenger Journeys,2021W44,2021 Week 44,2,Green line,Number,308644.0
450,TII03C01,Passenger Journeys,2021W45,2021 Week 45,-,All Luas lines,Number,630247.0
451,TII03C01,Passenger Journeys,2021W45,2021 Week 45,1,Red line,Number,310262.0
452,TII03C01,Passenger Journeys,2021W45,2021 Week 45,2,Green line,Number,319985.0
453,TII03C01,Passenger Journeys,2021W46,2021 Week 46,-,All Luas lines,Number,617761.0
454,TII03C01,Passenger Journeys,2021W46,2021 Week 46,1,Red line,Number,306977.0
455,TII03C01,Passenger Journeys,2021W46,2021 Week 46,2,Green line,Number,310783.0
456,TII03C01,Passenger Journeys,2021W47,2021 Week 47,-,All Luas lines,Number,613392.0
457,TII03C01,Passenger Journeys,2021W47,2021 Week 47,1,Red line,Number,309178.0
458,TII03C01,Passenger Journeys,2021W47,2021 Week 47,2,Green line,Number,304214.0
459,TII03C01,Passenger Journeys,2021W48,2021 Week 48,-,All Luas lines,Number,597259.0
460,TII03C01,Passenger Journeys,2021W48,2021 Week 48,1,Red line,Number,300053.0
461,TII03C01,Passenger Journeys,2021W48,2021 Week 48,2,Green line,Number,297205.0
462,TII03C01,Passenger Journeys,2021W49,2021 Week 49,-,All Luas lines,Number,550174.0
463,TII03C01,Passenger Journeys,2021W49,2021 Week 49,1,Red line,Number,281430.0
464,TII03C01,Passenger Journeys,2021W49,2021 Week 49,2,Green line,Number,268744.0
465,TII03C01,Passenger Journeys,2021W50,2021 Week 50,-,All Luas lines,Number,649573.0
466,TII03C01,Passenger Journeys,2021W50,2021 Week 50,1,Red line,Number,327777.0
467,TII03C01,Passenger Journeys,2021W50,2021 Week 50,2,Green line,Number,321796.0
468,TII03C01,Passenger Journeys,2021W51,2021 Week 51,-,All Luas lines,Number,403994.0
469,TII03C01,Passenger Journeys,2021W51,2021 Week 51,1,Red line,Number,202322.0
470,TII03C01,Passenger Journeys,2021W51,2021 Week 51,2,Green line,Number,201673.0
471,TII03C01,Passenger Journeys,2021W52,2021 Week 52,-,All Luas lines,Number,278203.0
472,TII03C01,Passenger Journeys,2021W52,2021 Week 52,1,Red line,Number,148925.0
473,TII03C01,Passenger Journeys,2021W52,2021 Week 52,2,Green line,Number,129279.0
474,TII03C01,Passenger Journeys,2021W53,2021 Week 53,-,All Luas lines,Number,
475,TII03C01,Passenger Journeys,2021W53,2021 Week 53,1,Red line,Number,
476,TII03C01,Passenger Journeys,2021W53,2021 Week 53,2,Green line,Number,
477,TII03C01,Passenger Journeys,2022W01,2022 Week 01,-,All Luas lines,Number,345593.0
478,TII03C01,Passenger Journeys,2022W01,2022 Week 01,1,Red line,Number,184047.0
479,TII03C01,Passenger Journeys,2022W01,2022 Week 01,2,Green line,Number,161546.0
480,TII03C01,Passenger Journeys,2022W02,2022 Week 02,-,All Luas lines,Number,433914.0
481,TII03C01,Passenger Journeys,2022W02,2022 Week 02,1,Red line,Number,225426.0
482,TII03C01,Passenger Journeys,2022W02,2022 Week 02,2,Green line,Number,208488.0
483,TII03C01,Passenger Journeys,2022W03,2022 Week 03,-,All Luas lines,Number,462831.0
484,TII03C01,Passenger Journeys,2022W03,2022 Week 03,1,Red line,Number,241094.0
485,TII03C01,Passenger Journeys,2022W03,2022 Week 03,2,Green line,Number,221737.0
486,TII03C01,Passenger Journeys,2022W04,2022 Week 04,-,All Luas lines,Number,537929.0
487,TII03C01,Passenger Journeys,2022W04,2022 Week 04,1,Red line,Number,274293.0
488,TII03C01,Passenger Journeys,2022W04,2022 Week 04,2,Green line,Number,263636.0
489,TII03C01,Passenger Journeys,2022W05,2022 Week 05,-,All Luas lines,Number,571873.0
490,TII03C01,Passenger Journeys,2022W05,2022 Week 05,1,Red line,Number,293209.0
491,TII03C01,Passenger Journeys,2022W05,2022 Week 05,2,Green line,Number,278664.0
492,TII03C01,Passenger Journeys,2022W06,2022 Week 06,-,All Luas lines,Number,586898.0
493,TII03C01,Passenger Journeys,2022W06,2022 Week 06,1,Red line,Number,298548.0
494,TII03C01,Passenger Journeys,2022W06,2022 Week 06,2,Green line,Number,288350.0
495,TII03C01,Passenger Journeys,2022W07,2022 Week 07,-,All Luas lines,Number,579835.0
496,TII03C01,Passenger Journeys,2022W07,2022 Week 07,1,Red line,Number,295635.0
497,TII03C01,Passenger Journeys,2022W07,2022 Week 07,2,Green line,Number,284200.0
498,TII03C01,Passenger Journeys,2022W08,2022 Week 08,-,All Luas lines,Number,577293.0
499,TII03C01,Passenger Journeys,2022W08,2022 Week 08,1,Red line,Number,302427.0
500,TII03C01,Passenger Journeys,2022W08,2022 Week 08,2,Green line,Number,274866.0
501,TII03C01,Passenger Journeys,2022W09,2022 Week 09,-,All Luas lines,Number,607075.0
502,TII03C01,Passenger Journeys,2022W09,2022 Week 09,1,Red line,Number,319517.0
503,TII03C01,Passenger Journeys,2022W09,2022 Week 09,2,Green line,Number,287557.0
504,TII03C01,Passenger Journeys,2022W10,2022 Week 10,-,All Luas lines,Number,590952.0
505,TII03C01,Passenger Journeys,2022W10,2022 Week 10,1,Red line,Number,316221.0
506,TII03C01,Passenger Journeys,2022W10,2022 Week 10,2,Green line,Number,274731.0
507,TII03C01,Passenger Journeys,2022W11,2022 Week 11,-,All Luas lines,Number,576609.0
508,TII03C01,Passenger Journeys,2022W11,2022 Week 11,1,Red line,Number,314256.0
509,TII03C01,Passenger Journeys,2022W11,2022 Week 11,2,Green line,Number,262354.0
510,TII03C01,Passenger Journeys,2022W12,2022 Week 12,-,All Luas lines,Number,603392.0
511,TII03C01,Passenger Journeys,2022W12,2022 Week 12,1,Red line,Number,310281.0
512,TII03C01,Passenger Journeys,2022W12,2022 Week 12,2,Green line,Number,293111.0
513,TII03C01,Passenger Journeys,2022W13,2022 Week 13,-,All Luas lines,Number,632821.0
514,TII03C01,Passenger Journeys,2022W13,2022 Week 13,1,Red line,Number,337105.0
515,TII03C01,Passenger Journeys,2022W13,2022 Week 13,2,Green line,Number,295716.0
516,TII03C01,Passenger Journeys,2022W14,2022 Week 14,-,All Luas lines,Number,640207.0
517,TII03C01,Passenger Journeys,2022W14,2022 Week 14,1,Red line,Number,333218.0
518,TII03C01,Passenger Journeys,2022W14,2022 Week 14,2,Green line,Number,306988.0
519,TII03C01,Passenger Journeys,2022W15,2022 Week 15,-,All Luas lines,Number,619031.0
520,TII03C01,Passenger Journeys,2022W15,2022 Week 15,1,Red line,Number,345061.0
521,TII03C01,Passenger Journeys,2022W15,2022 Week 15,2,Green line,Number,273971.0
522,TII03C01,Passenger Journeys,2022W16,2022 Week 16,-,All Luas lines,Number,617520.0
523,TII03C01,Passenger Journeys,2022W16,2022 Week 16,1,Red line,Number,340040.0
524,TII03C01,Passenger Journeys,2022W16,2022 Week 16,2,Green line,Number,277480.0
525,TII03C01,Passenger Journeys,2022W17,2022 Week 17,-,All Luas lines,Number,642988.0
526,TII03C01,Passenger Journeys,2022W17,2022 Week 17,1,Red line,Number,326313.0
527,TII03C01,Passenger Journeys,2022W17,2022 Week 17,2,Green line,Number,316675.0
528,TII03C01,Passenger Journeys,2022W18,2022 Week 18,-,All Luas lines,Number,650527.0
529,TII03C01,Passenger Journeys,2022W18,2022 Week 18,1,Red line,Number,336415.0
530,TII03C01,Passenger Journeys,2022W18,2022 Week 18,2,Green line,Number,314112.0
531,TII03C01,Passenger Journeys,2022W19,2022 Week 19,-,All Luas lines,Number,701703.0
532,TII03C01,Passenger Journeys,2022W19,2022 Week 19,1,Red line,Number,367620.0
533,TII03C01,Passenger Journeys,2022W19,2022 Week 19,2,Green line,Number,334083.0
534,TII03C01,Passenger Journeys,2022W20,2022 Week 20,-,All Luas lines,Number,702050.0
535,TII03C01,Passenger Journeys,2022W20,2022 Week 20,1,Red line,Number,364591.0
536,TII03C01,Passenger Journeys,2022W20,2022 Week 20,2,Green line,Number,337459.0
537,TII03C01,Passenger Journeys,2022W21,2022 Week 21,-,All Luas lines,Number,736455.0
538,TII03C01,Passenger Journeys,2022W21,2022 Week 21,1,Red line,Number,400252.0
539,TII03C01,Passenger Journeys,2022W21,2022 Week 21,2,Green line,Number,336203.0
540,TII03C01,Passenger Journeys,2022W22,2022 Week 22,-,All Luas lines,Number,748966.0
541,TII03C01,Passenger Journeys,2022W22,2022 Week 22,1,Red line,Number,414633.0
542,TII03C01,Passenger Journeys,2022W22,2022 Week 22,2,Green line,Number,334333.0
543,TII03C01,Passenger Journeys,2022W23,2022 Week 23,-,All Luas lines,Number,654577.0
544,TII03C01,Passenger Journeys,2022W23,2022 Week 23,1,Red line,Number,351030.0
545,TII03C01,Passenger Journeys,2022W23,2022 Week 23,2,Green line,Number,303546.0
546,TII03C01,Passenger Journeys,2022W24,2022 Week 24,-,All Luas lines,Number,746758.0
547,TII03C01,Passenger Journeys,2022W24,2022 Week 24,1,Red line,Number,403216.0
548,TII03C01,Passenger Journeys,2022W24,2022 Week 24,2,Green line,Number,343542.0
549,TII03C01,Passenger Journeys,2022W25,2022 Week 25,-,All Luas lines,Number,768947.0
550,TII03C01,Passenger Journeys,2022W25,2022 Week 25,1,Red line,Number,425115.0
551,TII03C01,Passenger Journeys,2022W25,2022 Week 25,2,Green line,Number,343832.0
552,TII03C01,Passenger Journeys,2022W26,2022 Week 26,-,All Luas lines,Number,779963.0
553,TII03C01,Passenger Journeys,2022W26,2022 Week 26,1,Red line,Number,401680.0
554,TII03C01,Passenger Journeys,2022W26,2022 Week 26,2,Green line,Number,378283.0
555,TII03C01,Passenger Journeys,2022W27,2022 Week 27,-,All Luas lines,Number,761521.0
556,TII03C01,Passenger Journeys,2022W27,2022 Week 27,1,Red line,Number,402776.0
557,TII03C01,Passenger Journeys,2022W27,2022 Week 27,2,Green line,Number,358745.0
558,TII03C01,Passenger Journeys,2022W28,2022 Week 28,-,All Luas lines,Number,739605.0
559,TII03C01,Passenger Journeys,2022W28,2022 Week 28,1,Red line,Number,384792.0
560,TII03C01,Passenger Journeys,2022W28,2022 Week 28,2,Green line,Number,354813.0
561,TII03C01,Passenger Journeys,2022W29,2022 Week 29,-,All Luas lines,Number,739584.0
562,TII03C01,Passenger Journeys,2022W29,2022 Week 29,1,Red line,Number,386315.0
563,TII03C01,Passenger Journeys,2022W29,2022 Week 29,2,Green line,Number,353269.0
564,TII03C01,Passenger Journeys,2022W30,2022 Week 30,-,All Luas lines,Number,723458.0
565,TII03C01,Passenger Journeys,2022W30,2022 Week 30,1,Red line,Number,381066.0
566,TII03C01,Passenger Journeys,2022W30,2022 Week 30,2,Green line,Number,342392.0
567,TII03C01,Passenger Journeys,2022W31,2022 Week 31,-,All Luas lines,Number,689408.0
568,TII03C01,Passenger Journeys,2022W31,2022 Week 31,1,Red line,Number,370788.0
569,TII03C01,Passenger Journeys,2022W31,2022 Week 31,2,Green line,Number,318620.0
570,TII03C01,Passenger Journeys,2022W32,2022 Week 32,-,All Luas lines,Number,716924.0
571,TII03C01,Passenger Journeys,2022W32,2022 Week 32,1,Red line,Number,385414.0
572,TII03C01,Passenger Journeys,2022W32,2022 Week 32,2,Green line,Number,331511.0
573,TII03C01,Passenger Journeys,2022W33,2022 Week 33,-,All Luas lines,Number,742734.0
574,TII03C01,Passenger Journeys,2022W33,2022 Week 33,1,Red line,Number,394475.0
575,TII03C01,Passenger Journeys,2022W33,2022 Week 33,2,Green line,Number,348259.0
576,TII03C01,Passenger Journeys,2022W34,2022 Week 34,-,All Luas lines,Number,778106.0
577,TII03C01,Passenger Journeys,2022W34,2022 Week 34,1,Red line,Number,407670.0
578,TII03C01,Passenger Journeys,2022W34,2022 Week 34,2,Green line,Number,370436.0
579,TII03C01,Passenger Journeys,2022W35,2022 Week 35,-,All Luas lines,Number,749341.0
580,TII03C01,Passenger Journeys,2022W35,2022 Week 35,1,Red line,Number,394870.0
581,TII03C01,Passenger Journeys,2022W35,2022 Week 35,2,Green line,Number,354471.0
582,TII03C01,Passenger Journeys,2022W36,2022 Week 36,-,All Luas lines,Number,839027.0
583,TII03C01,Passenger Journeys,2022W36,2022 Week 36,1,Red line,Number,441116.0
584,TII03C01,Passenger Journeys,2022W36,2022 Week 36,2,Green line,Number,397912.0
585,TII03C01,Passenger Journeys,2022W37,2022 Week 37,-,All Luas lines,Number,890854.0
586,TII03C01,Passenger Journeys,2022W37,2022 Week 37,1,Red line,Number,464639.0
587,TII03C01,Passenger Journeys,2022W37,2022 Week 37,2,Green line,Number,426215.0
588,TII03C01,Passenger Journeys,2022W38,2022 Week 38,-,All Luas lines,Number,915330.0
589,TII03C01,Passenger Journeys,2022W38,2022 Week 38,1,Red line,Number,468498.0
590,TII03C01,Passenger Journeys,2022W38,2022 Week 38,2,Green line,Number,446831.0
591,TII03C01,Passenger Journeys,2022W39,2022 Week 39,-,All Luas lines,Number,966770.0
592,TII03C01,Passenger Journeys,2022W39,2022 Week 39,1,Red line,Number,495114.0
593,TII03C01,Passenger Journeys,2022W39,2022 Week 39,2,Green line,Number,471656.0
594,TII03C01,Passenger Journeys,2022W40,2022 Week 40,-,All Luas lines,Number,976883.0
595,TII03C01,Passenger Journeys,2022W40,2022 Week 40,1,Red line,Number,499121.0
596,TII03C01,Passenger Journeys,2022W40,2022 Week 40,2,Green line,Number,477762.0
597,TII03C01,Passenger Journeys,2022W41,2022 Week 41,-,All Luas lines,Number,973313.0
598,TII03C01,Passenger Journeys,2022W41,2022 Week 41,1,Red line,Number,490773.0
599,TII03C01,Passenger Journeys,2022W41,2022 Week 41,2,Green line,Number,482540.0
600,TII03C01,Passenger Journeys,2022W42,2022 Week 42,-,All Luas lines,Number,988465.0
601,TII03C01,Passenger Journeys,2022W42,2022 Week 42,1,Red line,Number,507315.0
602,TII03C01,Passenger Journeys,2022W42,2022 Week 42,2,Green line,Number,481150.0
603,TII03C01,Passenger Journeys,2022W43,2022 Week 43,-,All Luas lines,Number,1024107.0
604,TII03C01,Passenger Journeys,2022W43,2022 Week 43,1,Red line,Number,527175.0
605,TII03C01,Passenger Journeys,2022W43,2022 Week 43,2,Green line,Number,496932.0
606,TII03C01,Passenger Journeys,2022W44,2022 Week 44,-,All Luas lines,Number,892530.0
607,TII03C01,Passenger Journeys,2022W44,2022 Week 44,1,Red line,Number,472903.0
608,TII03C01,Passenger Journeys,2022W44,2022 Week 44,2,Green line,Number,419627.0
609,TII03C01,Passenger Journeys,2022W45,2022 Week 45,-,All Luas lines,Number,1027304.0
610,TII03C01,Passenger Journeys,2022W45,2022 Week 45,1,Red line,Number,530589.0
611,TII03C01,Passenger Journeys,2022W45,2022 Week 45,2,Green line,Number,496715.0
612,TII03C01,Passenger Journeys,2022W46,2022 Week 46,-,All Luas lines,Number,1036079.0
613,TII03C01,Passenger Journeys,2022W46,2022 Week 46,1,Red line,Number,535652.0
614,TII03C01,Passenger Journeys,2022W46,2022 Week 46,2,Green line,Number,500427.0
615,TII03C01,Passenger Journeys,2022W47,2022 Week 47,-,All Luas lines,Number,1039314.0
